year,kode urusan,urusan,skpd/ukpd,prorgram,kegiatan,dpa
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR,Program penguatan kelembagaan pengarusutamaan gender dan anak,"LOKAKARYA PENINGKATAN KAPASITAS PERAN PEREMPUAN DALAM KEGIATAN PEMBANGUNAN, POLITIK, DEMOKRASI DAN HAK ASASI MANUSIA dan PUG","70,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKBAR,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Basic Desain Jaringan Jalan Kota Administrasi Jakarta Barat,"30,000,000"
2013,1.04,PERUMAHAN,DINAS PERUMAHAN DAN GEDUNG PEMDA,Program penerapan kaidah good governance dalam penyelenggaraan urusan Perumahan Rakyat,Pelaksanaan Pameran Pekan Raya Jakarta 2013,"250,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKTIM,peningkatan sarana dan prasarana Penataan Ruang,Penyediaan Jasa Internet,"12,000,000"
2013,2.04,PARIWISATA,DINAS PARIWISATA DAN KEBUDAYAAN,5. Program pengembangan kemitraan pariwisata,Penilaian Kegiatan Hiburan Daerah,"200,000,000"
2013,1.17,KEBUDAYAAN,DINAS PARIWISATA DAN KEBUDAYAAN,1. Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Kebudayaan,Enjoy Jakarta International Folklore Festival,"1,000,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Selatan,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Komputer,"95,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKUT,Program perencanaan pembangunan kesejahteraan rakyat,Penyusunan Perencanaan Bidang Kesmas,"150,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Kehutanan - JAKUT,Program pemberdayaan masyarakat dalam ketahanan pangan,Peningkatan Mutu Produk Olahan Hasil Pertanian,"50,000,000"
2013,1.02,KESEHATAN,BLUD RS Koja,Program peningkatan sarana dan prasarana Kesehatan,Pengadaan Meubelair,"750,000,000"
2013,1.08,LINGKUNGAN HIDUP,Kantor Lingkungan Hidup - JAKUT,Program peningkatan sarana dan prasarana Lingkungan Hidup,Pemeliharaan Peralatan Kantor.,"50,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Grahita Belaian Kasih,Program pelayanan dan rehabilitasi sosial,Bimbingan Ketrampilan,"47,735,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKPUS,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,"Pengadaan lapangan tenis meja dan perlengkapannya RT 02,09 RW04","20,000,000"
2013,1.03,PEKERJAAN UMUM,DINAS KEBERSIHAN,Peningkatan sarana dan prasarana Pekerjaan Umum,Penyediaan BBM Kendaraan Dinas dan Operasional,"1,500,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKBAR,Program peningkatan sarana dan prasarana Kependudukan dan Catatan Sipil,Pemeliharaan Peralatan Kantor (PC dan Printer ),"99,310,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKTIM,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan Papan Segel Pengawasan dan Penertiban Bangunan,"125,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu,Program perencanaan pembangunan sarana prasarana kota,Pelaksanaan Kajian Pola Pengelolaan Sampah di Kepulauan Seribu,"250,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,DINAS PERINDUSTRIAN Dan ENERGI,Program peningkatan energi,Pembangunan implementasi energi baru terbarukan pada gedung- gedung Pemda/sekolah Propinsi DKI Jakarta,"4,000,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKBAR,Program pencegahan dan penanggulangan penyakit ternak,"Pembangunan Rumah Potong Unggas (Lanjutan), Pengadaan Sarana dan Prasarana Rumah Potong Unggas (RPU) dan Pengerasan Jalan Rumah Potong Unggas","6,000,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKTIM,Program pelaksanaan SPM lain urusan Keluarga Berencana dan Keluarga Sejahtera,Apresiasi Sentra Timur Fair,"50,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKSEL,Program perencanaan pembangunan sarana prasarana kota,Monitoring dan Evaluasi Pelaksanaan Program MHT Plus Kota Jakarta Selatan,"150,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program pencegahan dan penanggulangan konflik,Dialog interaktif tentang antisipasi penyelesaian konflik antar kelompok masyarakat,"200,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKUT,8. Program peningkatan iklim usaha kepariwisataan,Pelayanan Terpadu Malam Hari Usaha Pariwisata di Jakarta Utara,"35,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKUT,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,Perencanaan Teknis Peningkatan Jalan ( dengan Betonisasi )dan jembatan X - 1 Tahun 2014 Kecamatan Penjaringan,"150,000,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKUT,Program peningkatan kesempatan kerja,Job Fair / Pameran Bursa Kerja,"100,000,000"
2013,1.21,KETAHANAN PANGAN,Sudin Pertanian dan Peternakan - JAKPUS,Program penerapan kaidah good governance dalam penyelenggaraan urusan Ketahanan Pangan,"Pembuatan Data Web Site, Sarana Pendukung","200,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,Kantor Keluarga Berencana - JAKPUS,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,Penyediaan Jasa Kebersihan Gedung Kantor KB,"75,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Peternakan dan Perikanan - JAKTIM,Program pencegahan dan penanggulangan penyakit ternak,Pengawasan dan Pengendalian Hewan Pembawa Rabies (HPR),"50,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Timur,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Pemilihan dan Pengiriman Remaja Ceria Tingkat Kota,"225,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - Kep.Seribu,Program Peningkatan Pelayanan Ketatakotaan,Kajian Penataan Ruang Sektor Informal di Pulau Pemukiman,"300,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKBAR,Program pengembangan wawasan kebangsaan,Peningkatan Pemahaman Wawasan Kebangsaan bagi Tokoh Masyarakat dan Tokoh Agama,"200,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Rawamangun,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pengantian Konblok Lapangan Parkir Fasilitas Kolam Renang Unit Pengelola Gelanggang Olahraga Rawamangun,"100,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakpus,3. Program pengelolaan keragaman budaya,"Pelatihan Seni Musik Samrah bagi Pelaku Seni Musik

","110,000,000"
2013,1.14,KETENAGAKERJAAN,Pusat Pelatihan Kerja Daerah Jakarta Selatan,Program peningkatan sarana prasarana ketenagakerjaan,Pengadaan Komputer/PC,"100,000,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program peningkatan sarana dan prasarana Kearsipan,Penyediaan Jasa Pemeliharaan Alat Pendingin (AC Sentral ),"100,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Penyediaan Penunjang Tugas Kantor Seksi Dikmen Kecamatan Jakarta Utara,"360,000,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKUT,Penataan dan pengawasan bangunan,"Tindakan Penertiban Bangunan/ Bangun-Bangunan Yang Tidak Sesuai Ketentuan

","2,500,000,000"
2013,1.14,KETENAGAKERJAAN,DINAS TENAGA KERJA Dan TRANSMIGRASI,Program peningkatan kualitas dan produktivitas tenaga kerja,Penempatan tenaga kerja magang dalam negeri,"300,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKBAR,Program peningkatan sarana dan prasarana perpustakaan,Pengadaan Bahan Pustaka Umum,"900,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Selatan,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Peralatan Praktek Program Keahlian Akuntansi,"65,820,000"
2013,1.25,KOMUNIKASI DAN INFORMATIK,"Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM",Program peningkatan sarana dan prasarana Komunikasi dan Informatika,Pengadaan Prasarana NOC,"100,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Timur,Program peningkatan mutu pendidikan,Pelatihan Asessor Guru SMK Prog. Keahlian Teknik Informatika,"95,000,000"
2013,1.02,KESEHATAN,BLUD RS Koja,Program peningkatan sarana dan prasarana Kesehatan,Design dan Build Pengembangan RSUD Koja,"117,600,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKBAR,5. Program pengembangan kemitraan pariwisata,Pemberdayaan Abang None dan Koko Cici sebagai Duta Wisata,"240,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Bahtera Jaya,Program Pembinaan Peran Serta Masyarakat Terhadap Pemuda,Jambore Cabang Gerakan Pramuka Kabupaten Administrasi Kepulauan Seribu,"100,000,000"
2013,2.03,ENERGI DAN SUMBERDAYA MIN,Sudin Perindustrian Dan Energi - JAKSEL,Program Pengembangan Penerangan Jalan dan Sarana Umum,Pembangunan Penerangan Jalan Lokal/MHT Kelurahan Lebak Bulus,"50,000,000"
2013,1.08,LINGKUNGAN HIDUP,DINAS KELAUTAN DAN PERTANIAN,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,Kajian Akademis Pembuatan Raperda Hutan Kota,"200,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Sunter,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,"Pemeliharaan mesin-mesin air

","75,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program penerapan prinsip good governance dalam penyelenggaraan urusan Kesatuan Bangsa Dan Politik Dalam Negeri,Belanja Cetakan Umum,"35,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jaksel,3. Program pengelolaan keragaman budaya,Pelatihan Seni Rupa Tingkat Dasar Bagi Pelaku,"230,000,000"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKPUS,Program pengembangan perpustakaan Jakarta,Bimbingan teknis pengelolaan Taman Bacaan masyarakat,"65,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perumahan dan Gedung Pemda - JAKBAR,Program penyediaan gedung untuk layanan publik dan pemerintahan,"Penelitian Kondisi Kerusakan Bangunan dan Gedung Asset Pemda

","350,000,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Sudin Kelautan dan Perikanan - KEP. SERIBU,"Program pengembangan usaha peternakan, budidaya ikan konsumsi, ikan hias dan perikanan tangkap",Pelatihan Manajemen dan Pendampingan Kelompok Sea Farming,"100,000,000"
2013,2.06,PERDAGANGAN,Sudin Perindustrian Dan Energi - JAKUT,Program peningkatan kualitas produk sentra industri,"Updating dan Mapping Data Industri

","150,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKUT,Program peningkatan kesehatan lingkungan permukiman,"Perbaikan Jalan Orang Gang X RW 017 

Kel. Pejagalan Kec. Penjaringan","81,500,000"
2013,1.01,PENDIDIKAN,DINAS PENDIDIKAN,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Seleksi Tingkat Provinsi Lomba Keterampilan Siswa SMK,"200,000,000"
2013,1.08,LINGKUNGAN HIDUP,DINAS KELAUTAN DAN PERTANIAN,Program peningkatan kualitas ruang terbuka hijau,"Pembebasan Lahan untuk Hutan Kota di Kel. Cengkareng Timur Kec. Cengkareng Jakarta Barat (luas 5,300 M2)","15,000,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri,Seleksi PKB dan IMP Teladan Tk. Provinsi,"108,613,900"
2013,1.26,PERPUSTAKAAN,Kantor Perpustakaan Dan Arsip Daerah - JAKUT,Program pemberdayaan komunitas perpustakaan dalam pengelolaan perpustakaan,Pemilihan Abang dan None Buku Jakarta Utara tahun 2013,"125,000,000"
2013,1.24,KEARSIPAN,Kantor Perpustakaan Dan Arsip Daerah - JAKUT,Program peningkatan pelayanan arsip daerah,"Pembinaan Pengelola Arsip bagi TU SMA , SMK dan SMP Negeri","95,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Pembinaan dan Pemasyarakatan Olahraga,Lomba lari 5 K  Kota Administrasi Jakarta Barat,"300,000,000"
2013,1.17,KEBUDAYAAN,Sudin Kebudayaan - JAKSEL,8. Program peningkatan sarana prasarana Kebudayaan,Pengadaan Leaflet untuk Perkampungan Budaya Betawi,"100,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Insan Bangun Daya 3,Program peningkatan sarana prasarana sosial,PENYEDIAAN ISI TABUNG GAS,"32,850,000"
2013,1.15,KOPERASI DAN USAHA KECIL ,UPT Dana Bergulir,Program penerapan prinsip good governance dalam penyelenggaraan urusan Koperasi dan UKM,Penyediaan Jasa Cleaning Service,"250,000,000"
2013,1.02,KESEHATAN,BLUD Laboratorium Kesehatan Daerah,Program peningkatan mutu pelayanan kesehatan,Kesesuaian penerapan Akreditasi ISO 17025,"50,000,000"
2013,1.13,SOSIAL,Panti Sosial Asuhan Putra Utama 2,Penerapan prinsip kaidah good govermance dalam penyelenggaraan urusan sosial,Penyediaan jasa tenaga pelayanan sosial,"262,570,000"
2013,1.17,KEBUDAYAAN,Museum Joang 45,8. Program peningkatan sarana prasarana Kebudayaan,"Pemeliharaan dan Peralatan Mobil REP 1, REP 2, dan Peristiwa Cikini","100,000,000"
2013,1.01,PENDIDIKAN,PPGTK,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Biaya Perawatan/Pemeliharaan Gedung PPGTK Provinsi DKI Jakarta,"60,000,000"
2013,1.05,PENATAAN RUANG,Sudin Perizinan Bangunan - JAKTIM,peningkatan sarana dan prasarana Penataan Ruang,Pemeliharaan sarana dan prasarana Operasional Kantor,"35,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO KESEJAHTERAAN SOSIAL,"Program penerapan prinsip good governance dan pelenggaraan urusan Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah, Perangkat Daerah, Kepegawaian dan Persandian",Pembinaan Mental Spiritual Pegawai Biro Kesejahteraan Sosial,"25,000,000"
2013,1.04,PERUMAHAN,DINAS PERUMAHAN DAN GEDUNG PEMDA,"Program sinkronisasi kebijakan pembiayaan, kelembagaan dan regulasi Perumahan Rakyat",Penertiban Penghuni Rumah Susun Sewa Wilayah II (Jakarta Pusat dan Jakarta Barat),"250,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKPUS,Program Peningkatan Kualitas dan Perbaikan Kampung (Dedicated),"Perbaikan jalan orang RW 01 Kel. Karanganyar

","132,000,000"
2013,1.01,PENDIDIKAN,Puslatdikjur Jakarta Pusat,Program peningkatan sarana dan prasarana Pendidikan,Pengadaan Peralatan Praktek Program Keahlian Teknologi Informasi,"83,000,000"
2013,1.11,PEMBERDAYAAN PEREMPUAN DA,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKPUS,Penerapan prinsip good governance dalam penyelenggaraan urusan Pemberdayaan Perempuan dan Perlindungan Anak,Lomba Kreatifitas Anak,"60,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Dasar - JAKBAR,Program pendidikan anak usia dini,Pembinaan Peningkatan Kreatifitas Guru TK Dalam Pembelajaran,"151,716,500"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan  - Kep.Seribu,Program Peningkatan Pelayanan Ketatakotaan,Pemetaan Sarana dan Prasarana Perkotaan,"100,000,000"
2013,1.08,LINGKUNGAN HIDUP,Sudin Pemakaman - JAKUT,Program penerapan kaidah good governance dalam penyelenggaraan urusan Lingkungan Hidup,"Pengadaan Perlengkapan Kantor

","75,000,000"
2013,1.05,PENATAAN RUANG,Sudin Tata Ruang dan Pertanahan - JAKSEL,peningkatan sarana dan prasarana Penataan Ruang,Pengadaan Printer Laserjet ukuran kertas F4,"20,000,000"
2013,1.13,SOSIAL,Panti Sosial Bina Daksa Budi Bhakti,Program pelayanan dan rehabilitasi sosial,Pelatihan Keterampilan WBS PSBD Budi BHakti dan 13 LBK,"1,796,550,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",DINAS KELAUTAN DAN PERTANIAN,Program optimalisasi pengelolaan dan pemasaran produksi perikanan,"Pengawasan Mutu Hasil Perikanan di Pasar Swalayan, Pasar Tradisional dan Sentra Pemasaran Hasil Perikanan di DKI Jakarta","1,500,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Perindustrian Dan Energi - JAKUT,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,"Penyediaan Jasa Kebersihan Gudang Komponen Jl. Kompi Udin Kelapa Gading Periode Januari 2013 s.d Juni 2013

","10,000,000"
2013,1.01,PENDIDIKAN,DINAS PENDIDIKAN,Program penerapan kaidah good governance dalam penyelenggaraan urusan Pendidikan,Pembinaan Olimpiade Olahraga Siswa SMK,"75,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BADAN PENDIDIKAN Dan PELATIHAN,Program pendidikan dan pelatihan,Bimtek Pengadaan barang/Jasa bagi PPK,"118,975,000"
2013,1.02,KESEHATAN,BLUD RS Koja,Program peningkatan mutu pelayanan kesehatan,Pelaksanaan Akreditasi Rumah Sakit,"350,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Utara,Program Pembinaan dan Pemasyarakatan Olahraga,Kejuaraan Renang,"125,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Tata Air - JAKBAR,Program Penerapan kaidah Good Governance dalam penyelenggaraan urusan Pekerjaan Umum,"Penyediaan Biaya Dokumen Lelang

","50,000,000"
2013,1.06,PERENCANAAN PEMBANGUNAN,Kantor Perencanaan Pembangunan - JAKSEL,Program pengelolaan data perencanaan pembangunan,Penyusunan Informasi Pembangunan Kota Jakarta Selatan,"50,000,000"
2013,1.12,KELUARGA BERENCANA DAN KE,UPT Pusdiklat KB dan Kesetaraan Gender,Penerapan prinsip kaidah good governance dalam penyelenggaraan urusan Keluarga Berencana,Rehab Gedung UPT Pusdiklat KB dan Kesetaraan Gender,"3,500,000,000"
2013,1.04,PERUMAHAN,Sudin Perumahan dan Gedung Pemda - JAKBAR,Program Peningkatan Kualitas dan Perbaikan Kampung (Dedicated),"Perbaikan Jl. Lingkungan di RW. 01 Kel. Kamal

","457,500,000"
2013,1.17,KEBUDAYAAN,Museum Senirupa dan Keramik,8. Program peningkatan sarana prasarana Kebudayaan,Penataan Taman Museum Senirupa dan Keramik,"1,500,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Sunter,Program Penerapan Prinsip Good Governance Dalam Penyelenggaraan Urusan Pemuda dan Olahraga,Pengadaan Jasa Kebersihan (Cleaning Service) Gelanggang Olahraga Sunter 10 Fasilitas,"1,750,000,000"
2013,1.14,KETENAGAKERJAAN,DINAS TENAGA KERJA Dan TRANSMIGRASI,Program perlindungan dan pengembangan lembaga ketenagakerjaan,Bimbingan Teknis Norma Ketenagakerjaan Bagi Pengawas Ketenagakerjaan,"150,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKPUS,Program pendidikan politik masyarakat,"Membangun etika politik bagi pimpinan, pengurus parpol, ormas dan OKP","200,000,000"
2013,2.04,PARIWISATA,Sudin Pariwisata - JAKSEL,4. Program pengembangan pemasaran pariwisata,Partisipasi Penyelenggaraan APEKSI,"100,000,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,Kantor Kesatuan Bangsa Dan Politik - JAKBAR,Program pencegahan dan penanggulangan konflik,Pelaksanaan Komunitas Intelejen Daerah (KOMINDA) Jakarta Barat,"306,660,000"
2013,1.14,KETENAGAKERJAAN,Sudin Tenaga Kerja Dan Transmigrasi - JAKSEL,Program peningkatan kesempatan kerja,Penciptaan Kesempatan Kerja Bagi Pencari Kerja,"650,000,000"
2013,2.06,PERDAGANGAN,UPT Balai Kerajinan,Program peningkatan kualitas produk sentra industri,Pemeliharaan Peralatan Laboratorium Uji Unit Industri Kerajinan,"50,000,000"
2013,1.10,KEPENDUDUKAN DAN CATATAN ,Sudin Kependudukan Dan Pencatatan Sipil - JAKSEL,Program peningkatan mutu layanan Kependudukan dan Catatan Sipil,"Pelayanan Terpadu (Malam Hari)

","50,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin PU Jalan - JAKPUS,Program Pembangunan Jalan dan Jembatan,"Peningkatan Trotoar Jl. Tanjung, Jl. Yusuf Adiwinata, Jl. Rasamala","812,700,000"
2013,1.05,PENATAAN RUANG,Sudin Pengawasan Dan Penertiban Bangunan - JAKBAR,Program penerapan kaidah good governance dalam penyelenggaraan Urusan Penataan Ruang,Pelaksanaan Operasi Yustisi,"86,726,000"
2013,2.05,"PERIKANAN, KELAUTAN DAN P",Balai Pengujian Mutu Dan Pengolahan Hasil Perikanan,"Program peningkatan sarana dan prasarana Perikanan, Kelautan, dan Peternakan","Pengadaan alat laboratorium, dan Pompa air","1,372,160,000"
2013,1.19,KESATUAN BANGSA DAN POLIT,BADAN KESATUAN BANGSA Dan POLITIK,Program pendidikan politik masyarakat,Pendataan Ulang dan Verifikasi Ormas dan LSM,"50,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Sudin Olah Raga Dan Pemuda - JAKBAR,Program Pembinaan dan Pemasyarakatan Olahraga,Test Kesegaran Jasmani bagi Pegawai,"100,000,000"
2013,1.17,KEBUDAYAAN,Balai Latihan Kesenian Jakbar,3. Program pengelolaan keragaman budaya,Pelatihan Seni Tari Daerah Tingkat Dasar  Bagi Pelaku,"120,000,000"
2013,1.20,"OTONOMI DAERAH, PEMERINTA",BIRO UMUM,Program pelayanan Kerumahtanggaan dan Persandian,Sewa Konsultan Perencanaan Cleaning Service,"180,000,000"
2013,1.03,PEKERJAAN UMUM,Sudin Kebersihan - JAKPUS,Program Peningkatan Kinerja Pengelolaan Air Limbah,"Perbaikan MCK RW 01, RW 03, RW 05 Kel. Galur

","300,000,000"
2013,1.24,KEARSIPAN,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Program penyelamatan arsip daerah,Peliputan dan Perekaman Kegiatan Pemda dan Peristiwa Fenomena yang terjadi di Jakarta,"212,344,900"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Remaja Jakarta Timur,Program Pembinaan dan Pemasyarakatan Olahraga,Kejuaraaan Renang Remaja Gelanggang Remaja Jakarta Timur,"75,000,000"
2013,1.18,PEMUDA DAN OLAHRAGA,Gelanggang Olahraga Ragunan,Program Peningkatan Sarana Prasarana Pemuda dan Olahraga,Pengadaan AC Standing,"95,000,000"
2013,1.01,PENDIDIKAN,Sudin Pendidikan Menengah   - JAKUT,Program pendidikan anak usia dini,Pengadaan Sarana dan Prasarana PAUD Kelurahan Kamal Muara,"25,000,000"
2013,1.22,PEMBERDAYAAN MASYARAKAT D,"Kantor Pemberdayaan Masyarakat, Perempuan dan Keluarga Berencana Kab. Adm - Kep. Seribu",Program peningkatan keberdayaan masyarakat kelurahan,Kepesertaan Kabupaten Adm. Kepulauan Seribu dalam Bulan Bhakti Gotong Royong dan Hari Kesatuan Gerak - PKK tingkat Nasional,"50,000,000"
